Brand,Price,Photo,Model Number,Made In,Warranty,Available Colors,Body Type,Engine Type,Engine Power,Torque,No. of Cylinders,Charger,Maximum Speed,Acceleration Time (0-100 kmph),Transmission Type,Drive Type,Gear Box,Steering Type,Steering Gear Type,Front Suspension,Back Suspension,Length,Width,Height,Wheel Base,Ground Clearance,Kerb Weight,Tyre Size,Wheel Size,Front Brake,Rear Brake,Mileage in City,Mileage on Highway,Fuel Type,Seating Capacity,Fuel Tank Capacity (Litres),No. of Doors,Air Conditioner,Heater,AntiLock Braking System,Central Locking,Power Steering,Power Windows,Leather Seats,Anti-Lock Braking,Brake Assist,Central Locking,Power Door Locks,Child Safety Locks,Night Rear View Mirror,Rear Seat Belts,Door Ajar Warning,Adjustable Seats,Crash Sensor,Engine Check Warning,Rear Camera,Anti-Theft Device,Touch Screen,Audio System Remote Control,Speakers Front & back,Bluetooth Connectivity,USB & Auxiliary Input,Adjustable Steering Column,Height Adjustable Driving Seat,Digital Clock,Smoke Headlamps,Electric Folding Rear View Mirror,Automatic Climate Control,Low Fuel Warning Light,Parking Sensors,Bottle Holder,Voice Control,Minimum Turning Radius,Tyre Type,Seat Belt Warning,Vehicle Stability Control System,Engine Immobilizer,Rear Reading Lamp,Fuel System,Radio,Outside Temperature Display,Valve Configuration,Fog Lights Front & Back,Centrally Mounted Fuel Tank,CD Player,DVD Player,Electric Adjustable Seats,Keyless Entry,Boot Space,Tyre Pressure Monitor,Smart Access Card Entry,Assembled In,Displacement (cc),Xenon Headlamps,Halogen Headlamps,Shock Absorbers Type,Removable/Convertible Top,Introduction Date,Cassette Player
Lincoln,"68,360",https://www.ccarprice.com/products/Lincoln_Aviator_Plug-In_Hybrid_2022.jpg,Aviator Plug-In Hybrid 2022,Canada,"Basic: 4 Years / 50000 Miles , Corrosion: 5 Years / Unlimited Miles , Drivetrain: 6 Years / 70000 Miles and Roadside Assistance: Unlimited Years / Unlimited Miles","Asher Gray, Infinite Black, Silver Radiance, Burgundy Velvet, Ceramic Pearl, Iced Mocha, Ocean Drive Blue, Pristine White and Red Carpet",SUV,3.0L Twin-Turbo Plug-in Hybrid,400 hp @ 5500 rpm,415 lb-ft @ 2750 rpm,,,,,Automatic,All Wheel Drive (AWD),10-Speed,Power,Rack-Pinion,Strut,Multi-Link,199.3 in,82.3 in,70 in,119.1 in,,"5,673 lbs",P275/45VR21,21 in x 10 in,Discs,Discs,TBC,TBC,Plug-in Hybrid,6 seater,18 gallons,4 doors,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,Tubeless,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,,Yes,Yes,,Yes,Yes,,,,,,,,
Lincoln,"68,360",https://www.ccarprice.com/products/Lincoln_Aviator_Grand_Touring_2022.jpg,Aviator Grand Touring Plug-In Hybrid 2022,Canada,"Basic: 4 Years / 50000 Miles , Corrosion: 5 Years / Unlimited Miles , Drivetrain: 6 Years / 70000 Miles and Roadside Assistance: Unlimited Years / Unlimited Miles","Asher Gray, Infinite Black, Silver Radiance, Burgundy Velvet, Ceramic Pearl, Iced Mocha, Ocean Drive Blue, Pristine White and Red Carpet",SUV,3.0L Twin-Turbo V6 Plug-in Hybrid,494 hp @ 5000 rpm,630 lb-ft @ 3000 rpm,,Yes  Battery Size: 13.6 kWh  Charge Time: 2.6 Hrs Charge Time @ 220/240V,,,Automatic,All Wheel Drive (AWD),10-Speed,Power,Rack-Pinion,Strut,Multi-Link,199.3 in,82.3 in,70 in,119.1 in,,"5,673 lbs",P275/45VR21,21 in x 10 in Aluminum Wheels,Discs,Discs,,,Plug-in Hybrid,6 seater,18 gallons,4 doors,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,,Yes,Yes,,Yes,Yes,,,,,,,,
Lincoln,"42,500",https://www.ccarprice.com/products/Lincoln_Nautilus_Standard_2022.jpg,Nautilus Standard FWD 2022,Canada,"Basic: 4 Years / 50000 Miles , Corrosion: 5 Years / Unlimited Miles , Drivetrain: 6 Years / 70000 Miles, and Roadside Assistance: Unlimited Years / Unlimited Miles","Artisan Blue, Asher Gray, Green Gem, Infinite Black, Silver Radiance, Burgundy Velvet, Ceramic Pearl, Flight Blue, Iced Mocha, Pristine White, and Red Carpet.",SUV,2.0L Turbo Inline-4 Gas,250 hp @ 5500 rpm,280 lb-ft @ 3000 rpm,4,Turbo,,,Automatic,Front-Wheel Drive,8-Speed,Power,Rack and pinion,Strut,Multi-link,190 in,76.1 in,66.2 in,122.2 in,7.9 in,"4,142 lbs",P245/60VR18,18 in x 8 in Aluminum Wheels,Discs,Discs,21 MPG,26 MPG,Gasoline,5 seater,18.4 gallons,4 doors,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,38.6 ft,,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,,,Yes,,,,,,,,,,,
Lincoln,"36,100",https://www.ccarprice.com/products/Lincoln_Corsair_Standard_2022.jpg,Corsair Standard 2022,Canada,"Basic: 4 Years / 50000 Miles , Corrosion: 5 Years / Unlimited Miles , Drivetrain: 6 Years / 70000 Miles and Roadside Assistance: Unlimited Years / Unlimited Miles","Asher Gray Metallic, Elite Blue Metallic, Infinite Black Metallic, Silver Radiance Metallic, Bronze Smoke Metallic, Ceramic Pearl Metallic, Ocean Drive Blue Metallic, Pristine White Metallic, and Red Carpet Metallic.",SUV,2.0L Turbo Inline-4 Gas,250 hp @ 5500 rpm,280 lb-ft @ 3000 rpm,4,Turbo,,,Automatic,Front-Wheel Drive,8-Speed,Power,Rack and pinion,Strut,Multi-Link,180.6 in,74.3 in,64.1 in,106.7 in,7.8 in,"3,703 lbs",P225/60VR18,18 in x 8 in Aluminum Wheels,Discs,Discs,22 MPG,29 MPG,Gasoline,5 seater,16.2 gallons,4 doors,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,,,,Yes,Yes,Yes,Yes,,,,,,,,,,,,Yes,,,,,,,,,
Lincoln,"60,200",https://www.ccarprice.com/products/Lincoln_Aviator_Reserve_AWD_2022.jpg,Aviator Reserve AWD 2022,Canada,"Basic: 4 Years / 50000 Miles , Corrosion: 5 Years / Unlimited Miles , Drivetrain: 6 Years / 70000 Miles and Roadside Assistance: Unlimited Years / Unlimited Miles","Asher Gray, Infinite Black, Silver Radiance, Burgundy Velvet, Ceramic Pearl, Iced Mocha, Ocean Drive Blue, Pristine White and Red Carpet",SUV,3.0-liter Twin-Turbo V6 Gas,400 hp @ 5500 rpm,415 lb-ft @ 2750 rpm,V6,Turbo,,,Automatic,All Wheel Drive (AWD),10-Speed,Power,Rack-Pinion,Strut,Multi-Link,199.3 in,82.3 in,69.6 in,119.1 in,,"4,892 lbs",P255/55HR20,20 in x 9 in Aluminum Wheels,Discs,Discs,17 MPG,24 MPG,Gasoline,6 seater,20.2 gallons,4 doors,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,,,Yes,Yes,Yes,,Yes,Yes,,,Yes,,,,Yes,,,Yes,,,,,,,,
Lincoln,"57,670",https://www.ccarprice.com/products/Lincoln_Aviator_Reserve_2022.jpg,Aviator Reserve RWD 2022,Canada,"Basic: 4 Years / 50000 Miles , Corrosion: 5 Years / Unlimited Miles , Drivetrain: 6 Years / 70000 Miles and Roadside Assistance: Unlimited Years / Unlimited Miles","Asher Gray, Infinite Black, Silver Radiance, Burgundy Velvet, Ceramic Pearl, Iced Mocha, Ocean Drive Blue, Pristine White and Red Carpet",SUV,3.0-liter Twin-Turbo V6 Gas,400 hp @ 5500 rpm,415 lb-ft @ 2750 rpm,V6,Turbo,233 km/h,0-100 km/h in 5.4 seconds,Automatic,Rear-Wheel Drive,10-Speed,Power,Rack-Pinion,Strut,Multi-Link,199.3 in,82.3 in,69.6 in,119.1 in,,"4,774 lbs",P255/55HR20,20 in x 9 in Aluminum Wheels,Discs,Discs,18 MPG,26 MPG,Gasoline,6 seater,20.2 gallons,4 doors,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,,,Yes,Yes,Yes,,Yes,Yes,,,Yes,,,,Yes,,,Yes,,,,,,,,
Lincoln,"54,280",https://www.ccarprice.com/products/Lincoln_Aviator_Standard_AWD_2022.jpg,Aviator Standard AWD 2022,Canada,"Basic: 4 Years / 50000 Miles , Corrosion: 5 Years / Unlimited Miles , Drivetrain: 6 Years / 70000 Miles and Roadside Assistance: Unlimited Years / Unlimited Miles","Asher Gray, Infinite Black, Silver Radiance, Burgundy Velvet, Ceramic Pearl, Iced Mocha, Ocean Drive Blue, Pristine White and Red Carpet",SUV,3.0L Twin-Turbo V6 Gas,400 hp @ 5500 rpm,415 lb-ft @ 2750 rpm,V6,Turbo,,,Automatic,All Wheel Drive (AWD),10-Speed,Power,Rack-Pinion,Strut,Multi-Link,199.3 in,82.3 in,69.6 in,119.1 in,,"4,892 lbs",P255/60HR19,19 in x 8 in Aluminum Wheels,Discs,Discs,17 MPG,24 MPG,Gasoline,7 seater,20.2 gallons,4 doors,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,,,Yes,Yes,Yes,,Yes,Yes,,,Yes,,Yes,,Yes,,,Yes,,,,,,,,
Lincoln,"51,780",https://www.ccarprice.com/products/Lincoln_Aviator_Standard_2022.jpg,Aviator Standard RWD 2022,Canada,"Basic: 4 Years / 50000 Miles , Corrosion: 5 Years / Unlimited Miles , Drivetrain: 6 Years / 70000 Miles and Roadside Assistance: Unlimited Years / Unlimited Miles","Asher Gray, Infinite Black, Silver Radiance, Burgundy Velvet, Ceramic Pearl, Iced Mocha, Ocean Drive Blue, Pristine White and Red Carpet",SUV,3.0L Twin-Turbo V6 Gas,400 hp @ 5500 rpm,415 lb-ft @ 2750 rpm,V6,Turbo,233 km/h,0-100 km/h in 5.4 seconds,Automatic,Rear Wheel Drive (RWD),10-Speed,Power,Rack-Pinion,Strut,Multi-Link,199.3 in,82.3 in,69.6 in,119.1 in,,"4,774 lbs",P255/60HR19,19 in x 8 in Aluminum Wheels,Discs,Discs,18 MPG,26 MPG,Gasoline,7 seater,20.2 gallons,4 doors,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,,,Yes,Yes,Yes,,Yes,Yes,,,Yes,,Yes,,Yes,,,Yes,,,,,,,,
Lincoln,"53,050",https://www.ccarprice.com/products/Lincoln_Aviator_Livery_AWD_2022_1.jpg,Aviator Livery AWD 2022,Canada,"Basic: 4 Years / 50000 Miles , Corrosion: 5 Years / Unlimited Miles , Drivetrain: 6 Years / 70000 Miles and Roadside Assistance: Unlimited Years / Unlimited Miles","Asher Gray, Infinite Black, Silver Radiance, Burgundy Velvet, Ceramic Pearl, Iced Mocha, Ocean Drive Blue, Pristine White and Red Carpet",SUV,3.0-liter Twin-Turbo V6 Gas,400 hp @ 5500 rpm,415 lb-ft @ 2750 rpm,V6,Turbo,,,Automatic,All Wheel Drive (AWD),10-Speed,Power,Rack-Pinion,Strut,Multi-Link,199.3 in,82.3 in,69.6 in,119.1 in,,"4,892 lbs",P255/60HR19,19 in x 8 in Aluminum Wheels,Discs,Discs,17 MPG,24 MPG,Gasoline,7 seater,20.2 gallons,4 doors,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,,,Yes,Yes,Yes,,Yes,Yes,,,Yes,,Yes,,Yes,,,Yes,,,,,,,,
Lincoln,"50,550",https://www.ccarprice.com/products/Lincoln_Aviator_Livery_2022_1.jpg,Aviator Livery RWD 2022,Canada,"Basic: 4 Years / 50000 Miles , Corrosion: 5 Years / Unlimited Miles , Drivetrain: 6 Years / 70000 Miles and Roadside Assistance: Unlimited Years / Unlimited Miles","Asher Gray, Infinite Black, Silver Radiance, Burgundy Velvet, Ceramic Pearl, Iced Mocha, Ocean Drive Blue, Pristine White and Red Carpet",SUV,3.0-liter Twin-Turbo V6 Gas,400 hp @ 5500 rpm,415 lb-ft @ 2750 rpm,V6,Turbo,,,Automatic,Rear Wheel Drive (RWD),10-Speed,Power,Rack-Pinion,Strut,Multi-Link,199.3 in,82.3 in,69.6 in,119.1 in,,"4,774 lbs",P255/60HR19,19 in x 8 in Aluminum Wheels,Discs,Discs,18 MPG,26 MPG,Gasoline,7 seater,20.2 gallons,4 doors,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,,,Yes,Yes,Yes,,Yes,Yes,,,Yes,,Yes,,Yes,,,Yes,,,,,,,,
Lincoln,"82,050",https://www.ccarprice.com/products/Lincoln-Navigator-L-Standard-4x4-2021.jpg,Navigator L Standard 4x4 2021,Canada,"4 Years / 50000 Miles Basic , 5 Years / Unlimited Miles Corrosion , 6 Years / 70000 Miles Drivetrain , Unlimited Years / Unlimited Miles Roadside Assistance warranty","Asher Gray, Green Gem, Infinite Black, Signature Navy, Silver Radiance, Burgundy Velvet, Ceramic Pearl, and Pristine White.",SUV,3.5-liter Twin-Turbo V6 Gas,450 hp @ 5500 rpm,510 lb-ft @ 3000 rpm,6,Turbo,,,Automatic,Four-Wheel Drive (4x4),10-Speed,Power,Rack-Pinion,"independent, Short And Long Arm","independent, multi-link",221.9 in,79.9 in,76.1 in,131.6 in,9.6 in,"6,600 lbs Maximum Towing Capacity",P275/55HR20,20 in x 8.5 in,Discs,Discs,16 City,21 Hwy,Premium,7 seater,23 gallons,4 doors,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,43.9 ft,Tubeless,Yes,Yes,Yes,Yes,Gasoline Direct Injection,Yes,Yes,,,Yes,,Yes,Yes,Yes,,Yes,Yes,,3.5 L/211,,,,,,
Lincoln,"79,380",https://www.ccarprice.com/products/Lincoln-Navigator-L-Standard-2021.jpg,Navigator L Standard 4x2 2021,Canada,"4 Years / 50000 Miles Basic , 5 Years / Unlimited Miles Corrosion , 6 Years / 70000 Miles Drivetrain , Unlimited Years / Unlimited Miles Roadside Assistance warranty","Asher Gray, Green Gem, Infinite Black, Signature Navy, Silver Radiance, Burgundy Velvet, Ceramic Pearl, and Pristine White.",SUV,3.5-liter Twin-Turbo V6 Gas,450 hp @ 5500 rpm,510 lb-ft @ 3000 rpm,6,Turbo,,,Automatic,Rear-Wheel Drive (4x2),10-Speed,Power,Rack-Pinion,"independent, Short And Long Arm","independent, multi-link",221.9 in,79.9 in,76.2 in,131.6 in,9.7 in,"6,600 lbs Maximum Towing Capacity",P275/55HR20,20 in x 8.5 in,Discs,Discs,16 City,21 Hwy,Premium,7 seater,23 gallons,4 doors,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,43.9 ft,Tubeless,Yes,Yes,Yes,Yes,MPEI,Yes,Yes,,,Yes,,Yes,Yes,Yes,,Yes,Yes,,3.5 L,,,,,,
Lincoln,"101,320",https://www.ccarprice.com/products/Lincoln_Navigator_L_Black_Label_2021.jpg,Navigator L Black Label 4x4 2021,Canada,"4 Years / 50000 Miles Basic , 5 Years / Unlimited Miles Corrosion , 6 Years / 70000 Miles Drivetrain , Unlimited Years / Unlimited Miles Roadside Assistance warranty","Burgundy Velvet, Flight Blue, Infinite Black, Pristine White, Silver Radiance, Chroma Crystal Blue, and Chroma Molten Gold.",SUV,3.5-liter Twin-Turbo V6 Gas,450 hp @ 5500 rpm,510 lb-ft @ 3000 rpm,6,Turbo,,,Automatic,Four-Wheel Drive,10-Speed,Power,Rack-Pinion,"independent, Short And Long Arm","independent, multi-link",221.9 in,79.9 in,76.1 in,131.6 in,9.6 in,"8,100 lbs Maximum Towing Capacity",P285/45HR22,22 in x 8.5 in,Discs,Discs,16 City,21 Hwy,Premium,7 seater,23 gallons,4 doors,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,43.9 ft,Tubeless,Yes,Yes,Yes,Yes,Gasoline Direct Injection,Yes,,,,Yes,,,Yes,Yes,,Yes,Yes,,3.5 L/213,,,,,,
Lincoln,"98,120",https://www.ccarprice.com/products/Lincoln_Navigator_Black_Label_4x4_2021.jpg,Navigator Black Label 4x4 2021,Canada,"4 Years / 50000 Miles Basic , 5 Years / Unlimited Miles Corrosion , 6 Years / 70000 Miles Drivetrain , Unlimited Years / Unlimited Miles Roadside Assistance warranty","Burgundy Velvet, Flight Blue, Infinite Black, Pristine White, Silver Radiance, Chroma Crystal Blue, and Chroma Molten Gold.",SUV,3.5-liter Twin-Turbo V6 Gas,450 hp @ 5500 rpm,510 lb-ft @ 3000 rpm,6,Turbo,,,Automatic,Four-Wheel Drive,10-Speed,Power,Rack-Pinion,"independent, Short And Long Arm","independent, multi-link",210 in,79.9 in,76.3 in,122.5 in,9.6 in,"8,300 lbs Maximum Towing Capacity",P285/45HR22,22 in x 8.5 in,Discs,Discs,16 City,21 Hwy,Premium,7 seater,23 gallons,5 doors,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,40.8 ft,Tubeless,Yes,Yes,Yes,Yes,Gasoline Direct Injection,Yes,,,,Yes,,,Yes,Yes,,Yes,Yes,,3.5 L/210,,,,,,
Lincoln,"87,860",https://www.ccarprice.com/products/Lincoln_Navigator_Reserve_L_4x4_2021.jpg,Navigator L Reserve 4x4 2021,Canada,"4 Years / 50000 Miles Basic , 5 Years / Unlimited Miles Corrosion , 6 Years / 70000 Miles Drivetrain , Unlimited Years / Unlimited Miles Roadside Assistance warranty","Asher Gray, Green Gem, Infinite Black, Signature Navy, Silver Radiance, Burgundy Velvet, Ceramic Pearl, and Pristine White.",SUV,3.5-liter Twin-Turbo V6 Gas,450 hp @ 5500 rpm,510 lb-ft @ 3000 rpm,6,Turbo,,,Automatic,Four-Wheel Drive,10-Speed,Power,Rack-Pinion,"independent, Short And Long Arm","independent, multi-link",221.9 in,79.9 in,76.1 in,131.6 in,9.6 in,Maximum Trailering Capacity (lbs.): 6600,P285/45HR22,22 in x 8.5 in,Discs,Discs,16 City,21 Hwy,Premium,7 seater,23 gallons,5 doors,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,43.9 ft,Tubeless,Yes,Yes,Yes,Yes,Gasoline Direct Injection,Yes,,,,Yes,,,Yes,Yes,,Yes,Yes,,3.5 L/212,,,,,,
Lincoln,"85,190",https://www.ccarprice.com/products/Lincoln_Navigator_Reserve_L_4x2_2021.jpg,Navigator L Reserve 4x2 2021,Canada,"4 Years / 50000 Miles Basic , 5 Years / Unlimited Miles Corrosion , 6 Years / 70000 Miles Drivetrain , Unlimited Years / Unlimited Miles Roadside Assistance warranty","Asher Gray, Green Gem, Infinite Black, Signature Navy, Silver Radiance, Burgundy Velvet, Ceramic Pearl, and Pristine White.",SUV,3.5-liter Twin-Turbo V6 Gas,450 hp @ 5500 rpm,510 lb-ft @ 3000 rpm,6,Turbo,,,Automatic,Rear-Wheel Drive (4x2),10-Speed,Power,Rack-Pinion,"independent, Short And Long Arm","independent, multi-link",221.9 in,79.9 in,76.2 in,131.6 in,9.7 in,Maximum Trailering Capacity (lbs.): 6600,P285/45HR22,22 in x 8.5 in,Discs,Discs,16 City,21 Hwy,Premium,7 seater,23 gallons,5 doors,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,43.9 ft,Tubeless,Yes,Yes,Yes,Yes,,Yes,,,,Yes,,,Yes,Yes,,Yes,Yes,,,,,,,,
Lincoln,"84,640",https://www.ccarprice.com/products/Lincoln_Navigator_Reserve_4x4_2021.jpg,Navigator Reserve 4x4 2021,Canada,"4 Years / 50000 Miles Basic , 5 Years / Unlimited Miles Corrosion , 6 Years / 70000 Miles Drivetrain , Unlimited Years / Unlimited Miles Roadside Assistance warranty","Asher Gray, Green Gem, Infinite Black, Signature Navy, Silver Radiance, Burgundy Velvet, Ceramic Pearl, and Pristine White.",SUV,3.5-liter Twin-Turbo V6 Gas,450 hp @ 5500 rpm,510 lb-ft @ 3000 rpm,6,Turbo,,,Automatic,Four-Wheel Drive (4x4),10-Speed,Power,Rack-Pinion,"independent, Short And Long Arm","independent, multi-link",210 in,79.9 in,76.3 in,122.5 in,9.6 in,Maximum Trailering Capacity (lbs.): 6200,P285/45HR22,22 in x 8.5 in,Discs,Discs,16 City,21 Hwy,Premium,7 seater,23 gallons,5 doors,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,40.8 ft,Tubeless,Yes,Yes,Yes,Yes,Gasoline Direct Injection,Yes,Yes,,,Yes,,Yes,Yes,Yes,,Yes,Yes,,3.5 L/211,,,,,,
Lincoln,"81,960",https://www.ccarprice.com/products/Lincoln_Navigator_Reserve_4x2_2021.jpg,Navigator Reserve 4x2 2021,Canada,"4 Years / 50000 Miles Basic , 5 Years / Unlimited Miles Corrosion , 6 Years / 70000 Miles Drivetrain , Unlimited Years / Unlimited Miles Roadside Assistance warranty","Asher Gray, Green Gem, Infinite Black, Signature Navy, Silver Radiance, Burgundy Velvet, Ceramic Pearl, and Pristine White.",SUV,3.5-liter Twin-Turbo V6 Gas,450 hp @ 5500 rpm,510 lb-ft @ 3000 rpm,6,Turbo,,,Automatic,Rear-Wheel Drive (4x2),10-Speed,Power,Rack-Pinion,"independent, Short And Long Arm","independent, multi-link",210 in,79.9 in,76.4 in,122.5 in,9.7 in,Maximum Trailering Capacity (lbs.): 6200,P285/45HR22,22 in x 8.5 in,Discs,Discs,16 City,23 Hwy,Premium,7 seater,23 gallons,5 doors,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,40.8 ft,Tubeless,Yes,Yes,Yes,Yes,Gasoline Direct Injection,Yes,Yes,,,Yes,,Yes,Yes,Yes,,Yes,Yes,,3.5 L,,,,,,
Lincoln,"78,850",https://www.ccarprice.com/products/Lincoln-Navigator-Standard-4x4-2021.jpg,Navigator Standard 4x4 2021,Canada,"4 Years / 50000 Miles Basic , 5 Years / Unlimited Miles Corrosion , 6 Years / 70000 Miles Drivetrain , Unlimited Years / Unlimited Miles Roadside Assistance warranty","Asher Gray, Green Gem, Infinite Black, Signature Navy, Silver Radiance, Burgundy Velvet, Ceramic Pearl, and Pristine White.",SUV,3.5-liter Twin-Turbo V6 Gas,450 hp @ 5500 rpm,510 lb-ft @ 3000 rpm,6,Turbo,,,Automatic,All Wheel Drive (4x4),10-Speed,Power,Rack-Pinion,"independent, Short And Long Arm","independent, multi-link",210 in,79.9 in,76.3 in,122.5 in,9.6 in,Maximum Trailering Capacity (lbs.): 6200,P275/55HR20,20 in x 8.5 in,Discs,Discs,16 City,23 Hwy,Premium,7 seater,23 gallons,5 doors,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,40.8 ft,Tubeless,Yes,Yes,Yes,Yes,Gasoline Direct Injection,Yes,Yes,,,Yes,,Yes,Yes,Yes,,Yes,Yes,,3.5 L/211,,,,,,
Lincoln,"76,180",https://www.ccarprice.com/products/Lincoln-Navigator-Standard-4x2-2021.jpg,Navigator Standard 4x2 2021,Canada,"4 Years / 50000 Miles Basic , 5 Years / Unlimited Miles Corrosion , 6 Years / 70000 Miles Drivetrain , Unlimited Years / Unlimited Miles Roadside Assistance warranty","Asher Gray, Green Gem, Infinite Black, Signature Navy, Silver Radiance, Burgundy Velvet, Ceramic Pearl, and Pristine White.",SUV,3.5-liter Twin-Turbo V6 Gas,450 hp @ 5500 rpm,510 lb-ft @ 3000 rpm,6,Turbo,,,Automatic,Rear-Wheel Drive (4x2),10-Speed,Power,Rack-Pinion,"independent, Short And Long Arm","independent, multi-link",210 in,79.9 in,76.4 in,122.5 in,9.7 in,Maximum Trailering Capacity (lbs.): 6200,P275/55HR20,20 in x 8.5 in,Discs,Discs,16 City,23 Hwy,Premium,7 seater,23 gallons,5 doors,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,40.8 ft,Tubeless,Yes,Yes,Yes,Yes,Gasoline Fuel,Yes,Yes,,,Yes,,Yes,Yes,Yes,,Yes,Yes,,3.5 L/211,,,,,,
